Campaign Date,Campaign Name,Campaign Folder,Business Name,Phone,Email,Address,Website,Category,Rating,Reviews,Priority,Score,Latitude,Longitude
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Nuvo Building Contracting LLC,+971 4 458 1633,,Diamond Business Center 2 Building Al Barsha South 3 - Dubai - United Arab Emirates,http://www.nuvobuild.com/,Construction company,,5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,JST Electromechanical LLC,+971 4 320 4772,,19 15 St - Ras Al Khor Industrial Area 1 - Dubai - United Arab Emirates,http://www.jstemuae.com/,Air conditioning contractor,,3.9,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,La Riviera Azure,+971 56 818 6044,,"Azure, La Riviera - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates",http://www.larivieraazure.com/,Real estate developer,,4.1,HIGH,70,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Newell Electromechanical Works LLC,+971 4 884 3367,,"Jesco building Office 112, Al khaleej St., Al Baraha - Deira - Dubai - United Arab Emirates",https://www.newellmepco.com/,Contractor,,5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Electromechanical credible contractor's llc,+971 4 255 1555,,Andalus Building - 1st St - Hor Al Anz East - Deira - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Electromechanical%20credible%20contractor's%20llc&query_place_id=ChIJiSlw0oNdXz4R-xxavpl-IiA,Construction company,,5,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Jamal Al Reem Building Maintenance & Technical Services Company,+971 58 612 5333,,St 1 - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates,https://jartech.ae/,Property maintenance,,4.4,HIGH,70,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Al Hamadi Electromechanical Works LLC,+971 4 339 4742,,Latifa Bint Hamdan St - Al Quoz - Al Qouz Ind.first - Dubai - United Arab Emirates,http://ahedubai.ae/,Electrical installation service,,4,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Paramount Star Electromechanical Services LLC,+971 4 385 2235,,48 6A St - Al Karama - Dubai - United Arab Emirates,http://paramountstarmep.com/,Construction company,,4,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Adam Star Electromechanical Works LLC,+971 4 885 4891,,X5P8+3P5 Schon Business Park - Central Plaza Building - Office 308 - Dubai Investments Park 1 - Lavender Way - Dubai Investment Park First - Dubai - United Arab Emirates,http://www.adamstar.ae/,Contractor,,3.9,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,NCC Contracting LLC,+971 4 222 2290,,CONTROL TOWER - 28th Floor - Sheikh Mohammed Bin Zayed Rd - Dubai - United Arab Emirates,http://ncc-me.com/,Construction company,,4.3,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Al Amal Electromechanical L.L.C.,+971 4 323 3600,,Airport Rd - Al Garhoud - Dubai - United Arab Emirates,http://www.alamalgroup.ae/,HVAC contractor,,4.3,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Black Hammer Contracting L.L.C.,+971 4 277 9662,,Prime Business Centre - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Black%20Hammer%20Contracting%20L.L.C.&query_place_id=ChIJvyUOiaFtXz4RHRn0qXw41Q8,Construction company,,,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,RAJIV RADHAKRISHNAN ELECTROMECHANICAL WORKS LLC,+971 4 256 7802,,"FALT NO:401,AL SAUD BUILDING - Damascus Street - Dubai - United Arab Emirates",http://www.rajivradhakrishnangulf.com/,Construction company,,5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,High Systems Electromechanics LLC,+971 4 267 9575,,15th St - Al Qusais Industrial Area - Al Qusais Industrial Area 4 - Dubai - United Arab Emirates,http://www.hsedubai.com/,Automation company,,4.7,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Hitesh Electrical Contracting LLC,+971 4 355 2515,,469M+Q7R - Al Quoz - Al Quoz Industrial Area 4 - Dubai - United Arab Emirates,http://www.hiteshelectricals.com/,Electrical installation service,,4.4,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Streamline Electromechanical Works LLC,+971 4 283 8414,,Platinum Business Centre - Baghdad Street - Al Nahda Second - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Streamline%20Electromechanical%20Works%20LLC&query_place_id=ChIJ0WbHJv5dXz4RobGAO_jKGQ0,Construction company,,4.2,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,TNH Orient Electromechanical LLC,+971 4 548 7575,,warehouse no. 3 - Al Quoz - Al Quoz Industrial Area 4 - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=TNH%20Orient%20Electromechanical%20LLC&query_place_id=ChIJ8edbztBpXz4Ruqt_q5q4GcU,Interior designer,,4.2,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Voltronix Contracting LLC,+971 50 242 0957,,"DIP 2 - Aber warehouse 06, Dubai Investment Park - 2 - Dubai - United Arab Emirates",http://www.voltronix.ae/,Electrical installation service,,4.1,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Supertech Middle East Electro-Mechanical Works LLC,+971 4 265 4444,,5 13 A St - Port Saeed - Deira - Dubai - United Arab Emirates,http://www.supertechmiddleeast.com/,Contractor,,4.4,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Star Diamond Electromechanical Works LLC,+971 55 108 7553,,3rd floor @ 305 - near shaklan super market - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Star%20Diamond%20Electromechanical%20Works%20LLC&query_place_id=ChIJMS6VqS9dXz4Rw8Aiztx5vO0,Construction company,,5,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Unicorn Electromechanical Works LLC,+971 4 252 0801,,"Office No 102, First Floor, Al Masraf Building، Damascus Street, Al Qusais - Dubai - United Arab Emirates",http://www.unicornme.ae/,Construction company,,4.1,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Electco for Electromechanical Works Co LLC,+971 4 585 2075,,NASA Building - Al Muraqqabat - Deira - Dubai - United Arab Emirates,http://www.electco-mep.com/,Mechanical contractor,,5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,GALAXY STAR ELECTROMECHANICAL WORKS (L.L.C),+971 4 347 0679,,13TH STREET - Al Quoz - Al Quoz Industrial Area 4 - Dubai - United Arab Emirates,http://www.galaxyem.com/,Construction company,,3.9,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Reliance Electromechanical & Plumbing Contracting LLC (REMCO),+971 4 286 2444,,14B Street - Umm Ramool - Dubai - United Arab Emirates,http://www.remco-uae.com/,HVAC contractor,,4.1,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Gulf Asia Contracting Marina Office,+971 4 427 4449,,34GQ+6V5 - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,http://www.gactme.com/,Construction company,,4,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Thennarasu Electromechanical Works llc,+971 55 898 7070,,564X+G2G Opp Blue Camp - Al Quoz - Quoz 4 - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Thennarasu%20Electromechanical%20Works%20llc&query_place_id=ChIJ_fERfaJpXz4RVmOoth4gYss,Construction company,,5,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,MBL Residence Apartments,+971 58 555 9090,,Cluster K - Jumeirah Lake Towers - JLT Cluster K - Dubai - United Arab Emirates,https://mag.global/projects/mbl-residence/,Real estate developer,,4.3,HIGH,70,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Prime Time Electromechanical LLC,+971 4 346 8858,,Ind.2 - Al Quoz - Dubai - United Arab Emirates,http://www.primetime.ae/,Air conditioning contractor,,4.7,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,SAM BUILDING CONTRACTING L.L.C.,+971 4 337 2745,,"Montana Commecrial Centre, Zabeel Road 408, 4th floor - above Nesto Supermarket - Al Karama - Dubai - United Arab Emirates",http://www.samcondubai.com/,Construction company,,4.3,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Blue Gate Electromechanical Works LLC,+971 4 321 2240,,22A Street - Al Quoz - Al Qouz Ind.first - Dubai - United Arab Emirates,https://bluegateme.com/,Contractor,,4.5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Gem Mechanical & Electrical Company WLL,+971 4 299 6166,,133 Al Ittihad Rd - Dubai Int'l Airport - Dubai - United Arab Emirates,http://www.gem-me.ae/,Construction company,,5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Dubai Contracting Company PSC,+971 4 333 7100,,Building No 29 St 13 - Ras Al Khor Industrial Area 1 - Dubai - United Arab Emirates,http://www.dcc-group.com/,Construction company,,4.4,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Abraj Electromechanical Works LLC,+971 4 295 1000,,Office 21 Al Rouhani Building - Al Ittihad Rd - Dubai - United Arab Emirates,http://www.abrajmep.net/,Construction company,,5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,TLG GLOBAL - UAE,+971 52 488 1714,,Boulevard Plaza Tower 1 - Office No 3202-3 - Downtown Dubai - Dubai - United Arab Emirates,http://www.tlg.global/,Construction company,,5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Skyline Builders,+971 50 910 1703,,"Emaar Square, Building 4 - Office 102 - Downtown Dubai - Dubai - United Arab Emirates",https://skylinebuilders.ae/,Real estate developer,,4.6,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Arabian Construction Company,+971 4 345 5534,,1st St - Jumeirah - Jumeira First - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Arabian%20Construction%20Company&query_place_id=ChIJr0KlfABDXz4RvNBQZObeR60,Contractor,,4.1,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Dutech Electromechanical Company LLC,+971 50 624 3971,,78GM+X6P - 22A St - Hor Al Anz - Deira - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Dutech%20Electromechanical%20Company%20LLC&query_place_id=ChIJ1cQx5b5cXz4RwvZ106u3oFo,Mechanical contractor,,5,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,DLF,+971 56 848 7286,,Burj Khalifa - Dubai - United Arab Emirates,http://www.emaar.com/,Corporate office,,4.2,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Egy Build Construction LLC | Best Construction Company in Dubai | Construction Companies Dubai,+971 4 297 6112,,45B St - Al Muraqqabat - Deira - Dubai - United Arab Emirates,https://egybuild.ae/,Construction company,,4.6,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,St. Regis GCC Project Site Office,+971 4 529 9723,,57VM+8F8 moven pick appertments - Downtown Dubai - Dubai - United Arab Emirates,https://www.gccuae.com/,Construction company,,4.8,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Gandhi Electro-Mechanical Co LLC,+971 4 289 6057,,"offices, Ibn Battuta Gate - 212 - Jebel Ali Village - ند الحمر - Dubai - United Arab Emirates",http://www.gemcome.com/,Construction company,,5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,AlSahel Contracting Company LLC,+971 4 285 7324,,25th St - Umm Ramool - Dubai - United Arab Emirates,http://www.alsahelcon.com/,Construction company,,4.5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Build Up Mep electromechanical works LLC,+971 4 889 5224,,Office 105 - CEO building - Dubai - United Arab Emirates,http://www.buildup-mep.com/,Construction company,,4.8,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Barbuda Electromechanical works LLC,+971 4 277 9714,,Sports City Stadium Point 202 - Dubai - United Arab Emirates,http://www.barbuda.ae/,Contractor,,4,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,THL Electromechanical LLC,+971 4 321 9853,,2 D67 - Al Quoz - Al Quoz 4 - Dubai - United Arab Emirates,http://www.thlmep.com/,Construction company,,4.4,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Sescon Star Electromechanical Works LLC,+971 4 580 0762,,"Al Barsha Fourth - Prime Business Centre- Office No.17th Floor B, Block - Jumeirah Village Circle - Dubai - United Arab Emirates",https://sesconstar.ae/,HVAC contractor,,5,HIGH,70,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Contractors Direct,+971 4 235 3513,,"Centre, Mazaya Business Avenue - Tower AA1 - Mazaya Business - 19th Floor - Jumeirah Lake Towers - Dubai - United Arab Emirates",https://contractors.direct/,Contractor,,5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Extra High Voltage Electromechanical Contracting LLC Dubai,+971 4 824 0222,,"Nr. 4, ARENCO Building - Dubai Investment Park 1 - Dubai - United Arab Emirates",http://www.ehvemc.com/,Electric utility company,,3.8,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Lunar Electro - Electro Mechanical Engineers & Contractors,+971 4 398 8950,,35 57 B Street - Oud Metha - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Lunar%20Electro%20-%20Electro%20Mechanical%20Engineers%20%26%20Contractors&query_place_id=ChIJH1dwVuRCXz4RQ_0BmoCcwC0,Construction company,,4.2,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,SKSHANDYMAN05,+971 56 306 2098,,"Marina Dubai, Jvc - Jumeirah Lake Towers - Jumeirah Beach Residence - Dubai - United Arab Emirates",https://skshandyman05.com/,Construction company,,5,HIGH,70,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Building Solutions Dubai,+971 56 357 7371,,Al Sahab Tower 1 - Al Gharbi St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Building%20Solutions%20Dubai&query_place_id=ChIJN2LseEwTXz4R7NX_DamZRwY,Construction company,,4.9,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Grovy Developers - Head Office,+971 800 47689,,Jumeirah Bay X2 - 803 - Jumeirah Lake Towers - Dubai - United Arab Emirates,http://grovy.ae/,Real estate developer,,4,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,BICC Site 629 Office,+971 4 277 8015,,347P+MC9 - Al Jamayel St - Al Thanyah Fifth - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=BICC%20Site%20629%20Office&query_place_id=ChIJl1Cm6kwTXz4R_dsHMfzh42Q,Construction company,,4.1,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,BELCONN JLT,+971 4 423 0877,,Al Thanyah Fifth - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=BELCONN%20JLT&query_place_id=ChIJmR708iptXz4RA5_AHXbDoMI,Construction company,,5,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Koona Electromechanicals LLC,+971 4 341 1606,,90 22nd St - Al Quoz - Al Qouz Ind.fourth - Dubai - United Arab Emirates,http://www.koonamep.com/,HVAC contractor,,4.7,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Emaar Sales Center - Downtown Dubai - Emaar,+971 800 36227,,57RG+WX7 - Burj Khalifa - Dubai - United Arab Emirates,https://properties.emaar.com/en/?utm_source=Google&utm_medium=localsearch&utm_campaign=LocalSearch,Real estate developer,,4.4,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,ALEC Engineering & Contracting LLC.,+971 4 429 0599,,3601 Marina Plaza - Al Marsa St - Dubai Marina - Dubai - United Arab Emirates,http://www.alec.ae/,Contractor,,4.4,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,McLaren Construction Head Office,+971 4 341 7964,,"Marina Plaza, 14th floor, unit 1403, Near Marina Mall - Dubai - United Arab Emirates",http://www.mclarengroup.com/,Construction company,,4.2,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Electro Wings Electromechanical Works LLC,+971 4 548 8033,,"Rak Bank Building - M04 Al Makateb Building, Sheik Zayed Service Road - Al Quoz 3 - Dubai - United Arab Emirates",https://www.google.com/maps/search/?api=1&query=Electro%20Wings%20Electromechanical%20Works%20LLC&query_place_id=ChIJP_SPKXlpXz4Ra1EdS3_Nd0I,Construction company,,4.8,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Grand Signature Fitouts and Interior Designers,+971 4 450 3685,,Jumeirah Business Center 5 - Al Thanyah Fifth - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Grand%20Signature%20Fitouts%20and%20Interior%20Designers&query_place_id=ChIJc2quGzVtXz4RY1Oak28mvTQ,Construction company,,4.3,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Landlock-JLT/SITE,+971 55 886 5255,,Cluster W - Jumeirah Lake Towers - Dubai - United Arab Emirates,http://www.landlockbuilders.com/,Contractor,,4.6,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,"Orient Electromechanical Co., LLC",+971 4 285 1130,,33 شارع ند الحمر - Al Quoz - Al Qouz Ind.fourth - Dubai - United Arab Emirates,http://orientmep.com/,Mechanical contractor,,4.1,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,LiVi Construction,+971 4 276 0873,,"Jumeira Lake Towers, Cluster X, Tower X3 - Dubai - United Arab Emirates",http://liviuae.com/,Construction company,,5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Heilbronn Contracting L.L.C,+971 4 277 5627,,Marina Plaza - Sheikh Zayed Rd - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,https://www.heilbronn.ae/,Construction company,,4.5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,RBIC Home Building Contracting LLC,+971 4 335 5377,,Marina Plaza - Office 1506 - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,https://rbichome.com/,Construction company,,4.3,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Al Andalous Power Electromechanical works LLC,+971 4 396 7266,,"Building, CONTROL TOWER - 1202 12th Floor - Motor City - Dubai - United Arab Emirates",https://www.google.com/maps/search/?api=1&query=Al%20Andalous%20Power%20Electromechanical%20works%20LLC&query_place_id=ChIJxSfsrNZCXz4Rwi5KwYTY1SE,Contractor,,3.3,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Construction & Renovation Company -JLT,+971 58 110 6373,,34HP+XHC - Marsa Dubai - Jumeirah Beach Residence - Dubai - United Arab Emirates,https://constructioncompanyies.com/,Construction company,,5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,[UNEC] United Engineering Construction Company - Dubai,+971 4 282 8242,,Arjan-Dubailand - Al Barsha South - Dubai - United Arab Emirates,http://www.unec.co/,Construction company,,4.4,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,ACCL International JLT,+971 4 392 9070,,34FV+M65 - Al Thanyah Fifth - Dubai - United Arab Emirates,http://acclinternational.com/,Construction company,,4.5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,China Harbour Engineering Company LLC - Construction Company,+971 4 421 0316,,"Mazaya Business Avenue - Unit No.2302 , Plot No.BB1 - Dubai - United Arab Emirates",https://www.google.com/maps/search/?api=1&query=China%20Harbour%20Engineering%20Company%20LLC%20-%20Construction%20Company&query_place_id=ChIJ1ba82rFsXz4RmV0Uz8VYJfM,Construction company,,4.5,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Palladian Contracting LLC - Fitout and Construction Company in Dubai,+971 58 582 2193,,"Office Complex Building, Ibn Battuta Gate - 204F - Dubai - United Arab Emirates",https://www.palladianuae.com/,Construction company,,5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Turan Building Contracting LLC,+971 4 452 0889,,"The Square Tower, JVC Dubai UAE Office No. 303-304 - Dubai - United Arab Emirates",https://www.turanbc.com/,Construction company,,5,HIGH,70,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,HYK Steel Construction Contracting,+971 52 525 9189,,Prime Business Centre - Tower B Office B403 - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates,http://www.hayeksteel.com/,Steel construction company,,5,HIGH,70,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,CAPITAL PRECAST CONTRACTING LLC,+971 4 243 2202,,Post Box 390119 - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=CAPITAL%20PRECAST%20CONTRACTING%20LLC&query_place_id=ChIJ74sjLQRtXz4Rp3mqm_lapCM,Construction company,,4.5,LOW,40,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,SSK Building Contracting LLC,+971 4 295 8787,,Detroit Rd - Motor City - Dubai - United Arab Emirates,http://ssk.ae/,Construction company,,4.8,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Sky Links properties,+971 54 775 6440,,Jvc - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Sky%20Links%20properties&query_place_id=ChIJyR0F37RtXz4REMcpv6yvbFU,Real estate developer,,5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Tutankhamun Bldg Contracting,+971 4 390 9977,,Block T - District 12 (JVC) - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Tutankhamun%20Bldg%20Contracting&query_place_id=ChIJf-t_DP5CXz4RjRLE3FldqrM,Construction company,,5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Green Oasis General Cont. Co. L.L.C,+971 4 512 0777,,Me'aisem First - Dubai Production City - Dubai - United Arab Emirates,https://www.goc.ae/,Construction company,,4.5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,JAAN CONTRACTING & INTERIORS L.L.C,+971 4 557 8592,,Diamond Business Center 1 - Block B - Office 204 - Dubai - United Arab Emirates,http://www.jaancontracting.com/,Construction company,,5,MEDIUM,55,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Elite Overseas Building Contracting LLC,+971 4 398 7100,,Prime Business Centre - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates,https://www.eliteoverseas.ae/,Construction company,,4.7,HIGH,70,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,ADC JVC Project,+971 4 445 7100,,26W5+PQ8 - JVC - Al Barsha South Fourth - Dubai - United Arab Emirates,http://www.adcenergysystems.com/,Construction company,,4,HIGH,70,,
2025-11-24T10:55:46.357Z,HR Outsourcing - Apify Campaign,campaign_2025-11-24T10-55-46,Signature Developers - Dubai,+971 56 409 3335,,Building 3 - Office No. 2010 - Cluster X - Jumeirah Lake Towers - Dubai - United Arab Emirates,https://signaturedevelopers.ae/,Construction company,,5,MEDIUM,55,,
