Name,Phone,Address,Website,Category,Rating,Reviews,Priority,Score,Flags,Latitude,Longitude,Source Query
Spot packing and packaging materials trading LLC,+971 50 250 0321,Hotel - behind Gulf Inn - Oud Metha - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Spot%20packing%20and%20packaging%20materials%20trading%20LLC&query_place_id=ChIJHaj-PcpDXz4R3P23adefcdc,Packaging company,,5,LOW,40,,,,packaging companies Business Bay Dubai
SETH INT'L,+971 4 553 2663,ETA Star Manara Tower - 2504 - Business Bay - Dubai - United Arab Emirates,https://www.sethnco.com/?utm_source=gmb&utm_medium=Google+My+Business&utm_id=MyBusinessPage,Air conditioning contractor,,4.8,HIGH,70,TARGET_LOCATION,,,MEP contractors Business Bay Dubai
Hadanco Packaging Solutions LLC,+971 4 328 5472,"Warehouse # 12, Plot # 364-363 - Dubai - United Arab Emirates",http://www.hadanco.com/,Packaging company,,5,MEDIUM,55,,,,packaging companies Business Bay Dubai
Barbhaya Industries LLC,+971 4 224 6543,Warehouse - 1 - Plot No.295-0 Ras Al Khor Rd - Ras Al Khor Industrial Area 2 - Dubai - United Arab Emirates,http://www.barbhayaindustries.com/,Manufacturer,,5,MEDIUM,55,,,,packaging companies Business Bay Dubai
"Pinnacle Packing Industries, LLC",+971 4 338 1786,3 4a St - Al Quoz - Al Qouz Ind.first - Dubai - United Arab Emirates,https://www.ppiuae.net/,Packaging company,,4.3,MEDIUM,55,,,,packaging companies Business Bay Dubai
Dubai Mover,+971 55 301 3309,"Oxford Tower, Office No.1102b - Business Bay - Dubai - United Arab Emirates",https://www.dubaimover.ae/,Moving and storage service,,5,HIGH,70,TARGET_LOCATION,,,packaging companies Business Bay Dubai
PROFIT PACKAGING SOLUTIONS,+971 58 574 5060,Almostqbal Business bay - exchange tower - Dubai - United Arab Emirates,https://www.instagram.com/profit.advance?igsh=bDl0MGo0czlkOW1n&utm_source=qr,Packaging company,,,HIGH,70,TARGET_LOCATION,,,packaging companies Business Bay Dubai
Cubitic Contracting L.L.C.,+971 4 881 7722,"Empire Heights Tower B A, 401 - Dubai - United Arab Emirates",https://www.google.com/maps/search/?api=1&query=Cubitic%20Contracting%20L.L.C.&query_place_id=ChIJJ0aEWiRoXz4R711On6Nc1uY,Contractor,,4.6,LOW,40,,,,MEP contractors Business Bay Dubai
One Modern World,+971 4 256 4455,"Empire One Business Centre, The Oberoi Centre - Business Bay - Dubai - United Arab Emirates",https://www.onemodernworld.com/,Packaging company,,,HIGH,70,TARGET_LOCATION,,,packaging companies Business Bay Dubai
Empire State Electro Mechanical LLC,+971 4 336 2814,"Hadaeq Mohammed Bin Rashid, The Curve - Post box no: 234047, Office suit no: M41 - building 63 Sheikh Zayed Rd - Dubai - United Arab Emirates",https://empirestategroup.ae/,Construction company,,4.2,MEDIUM,55,,,,MEP contractors Business Bay Dubai
Pluto Electro-Mechanical Contracting Company L.L.C Dubai Branch,+971 4 298 4894,Office No. 405 Court Tower - Dubai - United Arab Emirates,http://www.plutoemc.com/,Contractor,,3.9,MEDIUM,55,,,,MEP contractors Business Bay Dubai
Delta MEP Electromechanical LLC,+971 4 338 7575,Demo Shield LLC - 101 Al Nahda St - Al Qusais - Al Qusais 1 - Dubai - United Arab Emirates,http://www.delta-mep.com/,Construction company,,3.8,MEDIUM,55,,,,MEP contractors Business Bay Dubai
Power Carton Boxes Dubai,+971 55 608 6660,32A Street - Umm Ramool - Dubai - United Arab Emirates,https://www.powercarton.com/,Packaging company,,4.6,MEDIUM,55,,,,packaging companies Business Bay Dubai
MAK movers Dubai,+971 50 150 9043,"Al marar al Ansari exchange building, office number 119 - Dubai - United Arab Emirates",https://www.google.com/maps/search/?api=1&query=MAK%20movers%20Dubai&query_place_id=ChIJ_9yYTpdDXz4RBEKZbsB0aow,Packaging company,,4.8,LOW,40,,,,packaging companies Business Bay Dubai
Al Shirawi Electrical and Mechanical Engineering Co. L.L.C.,+971 4 333 7644,"Building No.26, St. 8A, Near Al Abbas Glass Factory، - Dubai - United Arab Emirates",http://engineering.alshirawi.com/,Mechanical contractor,,4.1,MEDIUM,55,,,,MEP contractors Business Bay Dubai
Dua Al Tarteeb technical services (MEP Dubai),+971 55 360 0496,"F1rst Motors ,Ground Floor - Sheikh Zayed Rd - Al Quoz - Al Quoz 1 - Dubai - United Arab Emirates",http://www.mepdubai.com/,Building restoration service,,5,MEDIUM,55,,,,MEP contractors Business Bay Dubai
"Al Sidra Technical Services LLC ( Interior Fit out Contractors, Mep Contractor, Dewa approved Contractor, HVAC Contractor )",+971 55 440 4312,"OFFICE-1143, 1ST FLOOR,PRINCES CAR SHOWROOM BUILDING,NEAR TO OASIS CENTRE,SHEIKH ZAYED ROAD - Dubai - United Arab Emirates",http://alsidras.com/,Interior fitting contractor,,4.5,MEDIUM,55,,,,MEP contractors Business Bay Dubai
Falcon Pack Dubai,+971 4 285 2050,Al Kheeran - Dubai Festival City - Dubai - United Arab Emirates,https://falconpack.com/,Packaging company,,4.3,MEDIUM,55,,,,packaging companies Business Bay Dubai
Gulf East Paper & Plastic Ind,+971 4 347 5289,Warehouse - 23 Street 16b - Al Quoz - Al Quoz Industrial Area 3 - Dubai - United Arab Emirates,http://gulfeastpack.com/,Packaging company,,4.4,MEDIUM,55,,,,packaging companies Business Bay Dubai
Idea Star Packing Materials Company LLC,+971 55 972 5112,Post Box number: 115299 - 26th St - Al Quoz - Al Qouz Ind.fourth - Dubai - United Arab Emirates,https://www.ideastarpackingmaterials.com/,Moving supply store,,4.8,MEDIUM,55,,,,packaging companies Business Bay Dubai
Jebel Pack LLC,+971 4 347 7646,10360 - Street - 20C St - Dubai - United Arab Emirates,http://www.jebelpack.com/,Packaging company,,4,MEDIUM,55,,,,packaging companies Business Bay Dubai
Duboxx Packaging LLC,+971 4 546 8455,"Warehouse No 5, Gate No 80, Plot 363-364 - Al Quoz Industrial Area 1 - Dubai - United Arab Emirates",https://www.duboxx.ae/,Moving supply store,,4.9,MEDIUM,55,,,,packaging companies Business Bay Dubai
ZOSS PACK,+971 4 552 6845,DAMAC Business Tower 810 - Business Bay - Dubai - United Arab Emirates,https://www.zoss.ae/,Packaging company,,5,HIGH,70,TARGET_LOCATION,,,packaging companies Business Bay Dubai
Alfam Packing And Packaging Materials Trading LLC,+971 50 143 4767,461 sheik zayed road - 1 - Al Quoz - Al Quoz 1 - Dubai - United Arab Emirates,https://alfampack.ae/,Packaging company,,5,MEDIUM,55,,,,packaging companies Business Bay Dubai
Dubai Printing & Packaging Company,+971 56 473 7873,Aspin Commercial Tower - Aspin - Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Dubai%20Printing%20%26%20Packaging%20Company&query_place_id=ChIJmV9gNn1pXz4REm2yuN-0RPk,Packaging company,,4.6,LOW,40,,,,packaging companies Business Bay Dubai
ECO PACK GOODS WHOLESALERS TRADING LLC,+971 55 731 9797,BLUE BAY TOWER - OFFICE NO 621 - Marasi Dr - Business Bay - Dubai - United Arab Emirates,http://www.ecopackllc.ae/,Packaging company,,5,HIGH,70,TARGET_LOCATION,,,packaging companies Business Bay Dubai
LiVAR Manufacturer,+971 50 818 3982,Al Manara Tower - Office 2101 - Business Bay - Dubai - United Arab Emirates,https://livar.ae/,Manufacturer,,5,HIGH,70,TARGET_LOCATION,,,packaging companies Business Bay Dubai
"SERVE RIGHT PACKAGING - Branding, Packaging&Manufacturing",+971 52 680 9027,"Metro Station, Al Moosa Tower 2 - Sheikh Zayed Rd - near Emirates office Tower - Trade Center First - Dubai - United Arab Emirates",https://serveright.ae/,Packaging company,,5,MEDIUM,55,,,,packaging companies Business Bay Dubai
Galaxy Plast LLC,+971 4 320 2762,81 11A Street - Ras Al Khor Industrial Area 2 - Dubai - United Arab Emirates,https://galaxyplast.com/,Packaging company,,4.8,MEDIUM,55,,,,packaging companies Business Bay Dubai
Habllen Packaging,+971 55 850 6434,Business Bay - Dubai - United Arab Emirates,https://habllen.com/,Packaging company,,4.9,HIGH,70,TARGET_LOCATION,,,packaging companies Business Bay Dubai
"FORWARD FOCUSED LLC - Branding, Packaging & Manufacturing of coffee cups and coffee bags",+971 55 296 1215,Al Garhoud - Dubai - United Arab Emirates,https://www.forwardfocused.ae/,Packaging company,,4.9,MEDIUM,55,,,,packaging companies Business Bay Dubai
Mep Land,+971 4 448 8516,Office no 313 Oud Metha Offices - opp. Raffles Hotel - Umm Hurair Second - Dubai - United Arab Emirates,https://mep-land.com/,Mechanical contractor,,4.9,MEDIUM,55,,,,MEP contractors Business Bay Dubai
HACO - Haleem Afzal Electro-Mechanical Contracting LLC,+971 4 263 2990,"Floor - 23, The Oberoi Center - Business Bay - Dubai - United Arab Emirates",https://www.google.com/maps/search/?api=1&query=HACO%20-%20Haleem%20Afzal%20Electro-Mechanical%20Contracting%20LLC&query_place_id=ChIJVRF6m-5pXz4RzU48HOylfwg,Mechanical contractor,,5,MEDIUM,55,TARGET_LOCATION,,,MEP contractors Business Bay Dubai
"GREEN PACKAGING, DUBAI",+971 6 522 0304,Business Bay - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=GREEN%20PACKAGING%2C%20DUBAI&query_place_id=ChIJ2VGV0uJpXz4R9wA073OJpM4,Packaging company,,5,MEDIUM,55,TARGET_LOCATION,,,packaging companies Business Bay Dubai
Professional Engineers Electro Mechanical Contracting (PECO MEP),+971 4 343 1333,"Apricot Tower, Dubai Silicon Oasis 7th Floor, Office No: 702 - Dubai - United Arab Emirates",http://www.peco.ae/,Construction company,,4.4,MEDIUM,55,,,,MEP contractors Business Bay Dubai
Union Falcon MEP Contracting,+971 4 393 6616,773V+97F - 4C St - Al Mankhool - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Union%20Falcon%20MEP%20Contracting&query_place_id=ChIJqc-aZhRDXz4Ruj47bnk0QIM,Electrical installation service,,4.7,LOW,40,,,,MEP contractors Business Bay Dubai
PGCOM Electro Mechanical LLC,+971 4 523 2407,"Dubai World Trade Centre - One Central, The Offices 1, Level 2 Dubai World Trade Centre - Dubai - United Arab Emirates",https://www.google.com/maps/search/?api=1&query=PGCOM%20Electro%20Mechanical%20LLC&query_place_id=ChIJ1U_z1wVDXz4RYXm6cfZ51Xs,Construction company,,5,LOW,40,,,,MEP contractors Business Bay Dubai
Multiline Electro Mechanical LLC - MEP contractor | Electromechanical Contractors in UAE,+971 4 343 4498,Al Attar Tower - Suit No.602 - Sheikh Zayed Rd - Dubai - United Arab Emirates,https://multilineprojects.com/,Engineering consultant,,4.1,MEDIUM,55,,,,MEP contractors Business Bay Dubai
Beam Group,+971 4 422 6185,"5th Floor, Office#501 & 508 Damac Building, XL Tower, Business Bay Box: 52732 - Dubai - United Arab Emirates",http://www.beamcointl.com/,Contractor,,4.3,HIGH,70,TARGET_LOCATION,,,MEP contractors Business Bay Dubai
Noor MEP,+971 55 199 6077,Souk - Al Thanyah Third - The Greens - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Noor%20MEP&query_place_id=ChIJD-PILHdrXz4RSZTY5TEYQs0,Construction company,,4.9,LOW,40,,,,MEP contractors Business Bay Dubai
MEPTECH (LLC),+971 4 491 9004,Single Business Tower - Business Bay - Dubai - United Arab Emirates,http://www.meptechuae.com/,Mechanical contractor,,4.3,HIGH,70,TARGET_LOCATION,,,MEP contractors Business Bay Dubai
WADY AHMR MEP Design Management,+971 58 289 4080,Nadd Al Hamar - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=WADY%20AHMR%20MEP%20Design%20Management&query_place_id=ChIJKZbfy1pdXz4R_Ws8QjoHB3c,Construction company,,4.9,LOW,40,,,,MEP contractors Business Bay Dubai
Conversion Electromechanical Works,+971 4 295 2727,Al Serkal Building - 2 floor 8 office - 806 Sheikh Rashid Rd - Port Saeed - Deira - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Conversion%20Electromechanical%20Works&query_place_id=ChIJLUyVLt5cXz4RXX7LvgkJSkA,Construction company,,4.4,LOW,40,,,,MEP contractors Business Bay Dubai
Gemco group,+971 58 551 2526,Bay View Tower 708 - Dubai - United Arab Emirates,https://gemcogroup.ae/,Construction company,,4.4,MEDIUM,55,,,,MEP contractors Business Bay Dubai
AL TAQA ELECTROMECHANIC CONTRACTOR الطاقة للمقاولات الكهروميكانيك,+971 52 505 0642,"The Binary by, Omniyat The Pad - P407, Floor - P4 Marasi Dr - Business Bay - Dubai - United Arab Emirates",https://www.google.com/maps/search/?api=1&query=AL%20TAQA%20ELECTROMECHANIC%20CONTRACTOR%20%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9%20%D9%84%D9%84%D9%85%D9%82%D8%A7%D9%88%D9%84%D8%A7%D8%AA%20%D8%A7%D9%84%D9%83%D9%87%D8%B1%D9%88%D9%85%D9%8A%D9%83%D8%A7%D9%86%D9%8A%D9%83&query_place_id=ChIJ_c4D0p9zXz4RJlxNnh9RyaU,Construction company,,5,MEDIUM,55,TARGET_LOCATION,,,MEP contractors Business Bay Dubai
Yartek electromechanical contracting L.L.C,+971 4 394 0788,Business Bay - Dubai - United Arab Emirates,http://www.yartekmep.com/,Construction company,,4.5,HIGH,70,TARGET_LOCATION,,,MEP contractors Business Bay Dubai
Dubai Packaging Industries,+971 4 333 0444,Ras Al Khor Industrial Area 2 - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Dubai%20Packaging%20Industries&query_place_id=ChIJP-v4dwBnXz4R-UnuVgFB8YM,Packaging company,,4.2,LOW,40,,,,packaging companies Business Bay Dubai
MASAR AL MASDAR TECHNICAL SERVICES L.L.C #FITOUT #RENOVATION #MEP #AMC #INSPECTIONS,+971 56 806 2318,Clover Bay Tower - 101 - Dubai - United Arab Emirates,https://www.mamrtech.com/,HVAC contractor,,4.7,MEDIUM,55,,,,MEP contractors Business Bay Dubai
Infinity Building Contracting-IBC,+971 55 397 3485,"Office 2006, Iris Bay - Business Bay - Dubai - United Arab Emirates",https://www.google.com/maps/search/?api=1&query=Infinity%20Building%20Contracting-IBC&query_place_id=ChIJ_wA1DWyeGqYRRhk7-hs-sAM,Construction company,,4.5,MEDIUM,55,TARGET_LOCATION,,,building contractors Business Bay Dubai
McMaster Electromechanical Works LLC,+971 50 333 2994,Asayel St - Business Bay - Bay Square - Dubai - United Arab Emirates,http://www.mcmaster.ae/,HVAC contractor,,4.5,HIGH,70,TARGET_LOCATION,,,MEP contractors Business Bay Dubai
Elitelandmark Construction LLC,+971 4 553 0890,26X7+MXW - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates,http://www.elcondubai.co/,Construction company,,3.7,HIGH,70,TARGET_LOCATION,,,construction contractors JVC Dubai
Team Global Sources Electromechanical LLC,+971 54 753 1219,Arenco Building 4 - Office 117 - 1 - Dubai Investment Park - Dubai - United Arab Emirates,https://www.teamglobaluae.com/,Construction company,,5,MEDIUM,55,,,,electromechanical companies JVC Dubai
Metro Electromechanical LLC,+971 4 286 2284,Al Khazan Building - Office No - 12 Nad Al Hamar Rd - Al Rashidiya - Dubai - United Arab Emirates,http://www.metro-gulf.com/,Utility contractor,,4.2,MEDIUM,55,,,,electromechanical companies JLT Dubai
Bassem Elkashef building contracting llc,+971 55 584 3995,Prime Business Centre - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Bassem%20Elkashef%20building%20contracting%20llc&query_place_id=ChIJYc_zFQBtXz4R4qcMIG8X2sI,Construction company,,,MEDIUM,55,TARGET_LOCATION,,,construction contractors JVC Dubai
TaaB Electro Mechanical L L C,+971 4 254 4588,"Ali Saeed Abdullah Bel Hab, Al Ameri Building - Office No:202 - Damascus Street - Al Qusais - Al Qusais Industrial Area 1 - Dubai - United Arab Emirates",https://www.taabmep.com/,Construction company,,5,MEDIUM,55,,,,electromechanical companies JVC Dubai
Blue Zone Electromechanical LLC,+971 4 254 0871,Al Khabaisi - Deira - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Blue%20Zone%20Electromechanical%20LLC&query_place_id=ChIJ_-AesdxcXz4R9N2jiomKNR4,Contractor,,3.7,LOW,40,,,,electromechanical companies JLT Dubai
Emitech Technical Services LLC- MEP Contractors in Dubai| Facility Management and Fit Out Companies in Dubai,+971 4 264 1051,Garhoud Star Building - 301 - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Emitech%20Technical%20Services%20LLC-%20MEP%20Contractors%20in%20Dubai%7C%20Facility%20Management%20and%20Fit%20Out%20Companies%20in%20Dubai&query_place_id=ChIJcXSDAhxdXz4ROlvCsZo-Gh8,Contractor,,2.7,LOW,40,,,,electromechanical companies JLT Dubai
IWIN Electrical & Plumbing Works LLC,+971 4 447 4158,Marasi Dr - Business Bay - Dubai - United Arab Emirates,http://iwinuae.com/,Contractor,,4.4,HIGH,70,TARGET_LOCATION,,,electromechanical companies JLT Dubai
Westar Properties,+971 4 558 6396,"Prime Business Centre - Suite 1101A, JVC - Dubai - United Arab Emirates",http://www.westarproperties.com/,Real estate developer,,4.5,HIGH,70,TARGET_LOCATION,,,construction contractors JVC Dubai
MultiTask Technical Services LLC,+971 56 990 6477,Tower - Jumeirah Lake Towers - Dubai - United Arab Emirates,http://multitask-tech.com/,Waterproofing service,,4.6,MEDIUM,55,,,,construction companies JLT Dubai
Trinity MEP Contracting LLC,+971 4 338 6070,Arenco Office Building 3 - Green Community Village - Dubai Investment Park First - Dubai - United Arab Emirates,http://tes-mep.com/,Electrical engineer,,4.1,MEDIUM,55,,,,electromechanical companies JVC Dubai
Prestige One Developments,+971 800 77378443,Marina Plaza - Office No. 1602 - 1604 16th Floor - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Prestige%20One%20Developments&query_place_id=ChIJFenHk1dtXz4RqIOOdT-2XOc,Real estate developer,,4.9,LOW,40,,,,construction companies JLT Dubai
Jasaf Building Technology,+971 4 347 7177,Jebel Ali Industrial Area - Jabal Ali Industrial First - Dubai - United Arab Emirates,https://www.jasaf.com/,Construction company,,4.2,MEDIUM,55,,,,electromechanical companies JVC Dubai
FOCUS POINT ELECTROMECHANICAL WORKS L.L.C,+971 50 371 9225,Deira - Naif - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=FOCUS%20POINT%20ELECTROMECHANICAL%20WORKS%20L.L.C&query_place_id=ChIJl3rib19DXz4RjgtKR1gs3YI,Construction company,,4.5,LOW,40,,,,electromechanical companies JVC Dubai
DECENT ENGINEERING METAL CONTRACTING CO (L.L.C) DUBAI BRANCH,+971 4 340 9579,Sheikh Zayed Rd - Jabal Ali Second - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=DECENT%20ENGINEERING%20METAL%20CONTRACTING%20CO%20(L.L.C)%20DUBAI%20BRANCH&query_place_id=ChIJkzzMHk8TXz4RkWL0Z0xn_7U,Steel construction company,,5,LOW,40,,,,construction companies JLT Dubai
SnapCrowd printing and packaging,+971 56 567 4764,Prime Tower - Business Bay - Dubai - United Arab Emirates,https://wa.me/971503923237,Packaging company,,5,HIGH,70,TARGET_LOCATION,,,packaging companies Business Bay Dubai
Wood Group Consolidated Contractors Co,+971 4 424 3839,34CR+VJR - Sheikh Zayed Rd - Al Thanyah Fifth - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Wood%20Group%20Consolidated%20Contractors%20Co&query_place_id=ChIJm6_5bKxsXz4RMFnQRYm26lA,Construction company,,3,LOW,40,,,,construction companies JLT Dubai
Real Time Electromechanical LLC,+971 4 398 0906,WARE HOUSE 1 AL QUSAIS IND 3 - Dubai - United Arab Emirates,http://www.realtime.ae/,Contractor,,4.8,MEDIUM,55,,,,electromechanical companies JVC Dubai
ID&C DMCC,+971 55 996 5252,HDS Tower - Office No 604 6th floor - Jumeirah Lake Towers - Dubai - United Arab Emirates,http://idc-int.com/,Construction company,,5,MEDIUM,55,,,,construction companies JLT Dubai
Interlock garden co llc,+971 56 118 1700,359F+F9M - Al Thanyah Fourth - Emirates Hills - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Interlock%20garden%20co%20llc&query_place_id=ChIJ5zl7mBltXz4RJjqAMncoNsA,Construction company,,5,LOW,40,,,,construction companies JLT Dubai
Immersion Interior Design LLC,+971 4 328 5200,"BB2, Mazaya Business Avenue - Office 2306 , BB2 - Dubai - United Arab Emirates",https://immersiondesigns.com/,Interior designer,,4.5,MEDIUM,55,,,,construction companies JLT Dubai
Airolink Building Contracting LLC (Corporate Office),+971 4 447 3448,Business Central Towers - 25th floor - B - Dubai Media City - Dubai - United Arab Emirates,http://www.airolinkgroup.com/,Construction company,,4,MEDIUM,55,,,,construction contractors JLT Dubai
SKJ CREATIVE CONTRACTING COMPANY LLC,+971 4 238 1217,Salem Rashid Saeed Al Maqoodi Al Falasi - Warehouse No. 1 - Ras Al Khor - Ind -1 - Dubai - United Arab Emirates,https://skjccc.com/,Contractor,,4.8,MEDIUM,55,,,,construction contractors JLT Dubai
Albilal Group,+971 4 458 5101,"No.3702, Mazaya Business Avenue - Tower AA1 - Dubai - United Arab Emirates",https://www.albilalgroup.com/,General contractor,,4.4,MEDIUM,55,,,,construction contractors JLT Dubai
Ecotra DMCC,+971 4 247 2793,"JLT, Almas Tower, 11th Floor, Office No. 11C - Dubai - United Arab Emirates",https://www.google.com/maps/search/?api=1&query=Ecotra%20DMCC&query_place_id=ChIJZdJxBHFtXz4RPHC6Wa-y5xQ,Civil engineering company,,,MEDIUM,55,TARGET_LOCATION,,,construction companies JLT Dubai
Al Ghaima Engineering Company LLC,+971 56 335 9005,14 Second Industrial St - Industrial Area 6 - Industrial Area - Sharjah - United Arab Emirates,https://www.ghaimagroup.com/,Electric motor repair shop,,4.5,MEDIUM,55,,,,electromechanical companies JVC Dubai
Green Group,+971 4 244 6348,"| 31st Floor | Dubai Marina |, Marina Plaza - Sheikh Zayed Rd - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates",http://greengroup.ae/,Real estate developer,,4.6,MEDIUM,55,,,,construction companies JLT Dubai
MEPWER Electromechanical Contracting L.L.C,+971 4 228 6068,Darwish Building - Office No : 209 - Al Qusais Industrial Area - Al Qusais Industrial Area 4 - Dubai - United Arab Emirates,http://www.mepwer.com/,Electrical installation service,,5,MEDIUM,55,,,,electromechanical companies JVC Dubai
Pemmi International Electromechanical LLC,+971 4 582 0979,"USH - Union Square House, Warehouse # 2 - Ras Al Khor Industrial Area 3 - Dubai - United Arab Emirates",https://www.pemmiuae.com/,HVAC contractor,,4.5,MEDIUM,55,,,,electromechanical companies JVC Dubai
Powerserve ELECTROMECHANICAL,+971 4 263 3026,Warehouse 5 Baghdad Street - behind Bin Shabib Mall - Al Qusais Industrial Area - Al Qusais Industrial Area 1 - Dubai - United Arab Emirates,http://www.powerserve.ae/,Construction company,,4.2,MEDIUM,55,,,,electromechanical companies JVC Dubai
Carawan Electrical & Mechanical works LLC,+971 4 258 3305,Al Qusais Industrial Area - Al Qusais Industrial Area 1 - Dubai - United Arab Emirates,http://www.carawanmep.com/,Electrical installation service,,4.3,MEDIUM,55,,,,electromechanical companies JVC Dubai
Current Engineering Services LLC,+971 4 338 8818,20 10b St - Umm Ramool - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Current%20Engineering%20Services%20LLC&query_place_id=ChIJeQlrwZldXz4RLPsnP9lqoGs,Mechanical contractor,,4.8,LOW,40,,,,electromechanical companies JVC Dubai
COLOURTRACK ELECTROMECHANICAL LLC,+971 4 269 1994,"Al Mansour Building - 401, Al - Damascus Street - Al Qusais 2 - Dubai - United Arab Emirates",http://www.colourtrack.com/,Contractor,,4,MEDIUM,55,,,,electromechanical companies JVC Dubai
JAAS Electromechanical L.L.C,+971 4 258 3097,Al Qusais Ind. Second - Al Qusais Industrial Area 2 - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=JAAS%20Electromechanical%20L.L.C&query_place_id=ChIJGddvkSJcXz4REHenC9Lmyt0,Construction company,,5,LOW,40,,,,electromechanical companies JLT Dubai
nojoom al nakheel electrical maintenance work,+971 55 819 3318,Mall - near to Spinneys Uptown Uptown - Mirdif - Dubai - United Arab Emirates,https://nanfixing.com/,Electrician,,4.9,MEDIUM,55,,,,electromechanical companies JLT Dubai
Al Fikree Electromechanical LLC,+971 4 269 3080,"217, 2nd Floor, Arenco Building 4, Dubai Investment Park 1 - Dubai - United Arab Emirates",http://www.alfikriuae.com/,Construction company,,,MEDIUM,55,,,,electromechanical companies JVC Dubai
MAC ELECTROMECHANICAL ENGINEERING CONTRACTING LLC,+971 4 238 8806,Al Qusais Ind. Second - Al Qusais Industrial Area 2 - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=MAC%20ELECTROMECHANICAL%20ENGINEERING%20CONTRACTING%20LLC&query_place_id=ChIJp4sr8pRdXz4RFcL2m8GDtIs,Corporate office,,4.3,LOW,40,,,,electromechanical companies JVC Dubai
Win Gate Electromechanical Services LLC,+971 4 269 4535,Al Wuheida St - Hor Al Anz East - Deira - Dubai - United Arab Emirates,https://wingateintl.com/,Engineering consultant,,3.5,MEDIUM,55,,,,electromechanical companies JVC Dubai
Ecocon industries,+971 4 454 2419,JBC 3 - Al Thanyah Fifth - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Ecocon%20industries&query_place_id=ChIJ2bMuWKZsXz4R1u0z_gwRotk,Construction company,,5,LOW,40,,,,construction companies JLT Dubai
Living Garden JVC - LOOTAH,+971 4 607 9000,District 14 - JVC - Dubai - United Arab Emirates,http://lootahdev.com/,Real estate developer,,4.5,HIGH,70,TARGET_LOCATION,,,construction contractors JVC Dubai
BELCO Electromechanical LLC Dubai,+971 4 222 8820,Baniyas Rd - Al Rigga - Deira - Dubai - United Arab Emirates,http://www.belcomep.ae/,Contractor,,3.9,MEDIUM,55,,,,electromechanical companies JLT Dubai
Xylem Electromechanical LLC | MEP Contractor in Dubai | Electrical | Plumbing | HVAC,+971 50 905 2061,Al Qusais Industrial Area - Al Qusais Industrial Area 1 - Dubai - United Arab Emirates,https://xylemem.com/,Mechanical contractor,,4,MEDIUM,55,,,,electromechanical companies JLT Dubai
FRANKAIR Electromechanical Co. LLC,+971 4 267 5244,Al Qusais Ind. Second - Al Qusais Industrial Area 2 - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=FRANKAIR%20Electromechanical%20Co.%20LLC&query_place_id=ChIJB870dH5cXz4RHs8czCeOEFA,Mechanical contractor,,5,LOW,40,,,,electromechanical companies JLT Dubai
Renoway - Interior Design & Renovation Company,+971 58 993 2187,Binghatti Emerald - JVC - Office 211 - Dubai - United Arab Emirates,https://renoway.ae/,Interior fitting contractor,,5,HIGH,70,TARGET_LOCATION,,,construction contractors JVC Dubai
Btu Electromechanical Works LLC,+971 50 849 1725,"405, Block B - near Deira Clocktower - Business Village - Dubai - United Arab Emirates",https://www.btullc.com/,HVAC contractor,,5,MEDIUM,55,,,,electromechanical companies JLT Dubai
Al Asmi Group,+971 56 883 4003,Boulivard Adham - jvc - Adham Boulevard - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates,https://www.google.com/maps/search/?api=1&query=Al%20Asmi%20Group&query_place_id=ChIJx8FrQ4NtXz4R9rBcB-niIQc,Real estate developer,,,MEDIUM,55,TARGET_LOCATION,,,construction contractors JVC Dubai
